flight_id;flight_no;scheduled_departure;scheduled_arrival;departure_airport;arrival_airport;status;aircraft_code;actual_departure;actual_arrival
9711;PG0078;06.08.2017 15:25:00;06.08.2017 16:50:00;LED;CEE;Arrived;CN1;06.08.2017 19:33:00;06.08.2017 20:58:00
9712;PG0078;14.08.2017 15:25:00;14.08.2017 16:50:00;LED;CEE;Arrived;CN1;14.08.2017 15:26:00;14.08.2017 16:52:00
9713;PG0077;14.08.2017 14:45:00;14.08.2017 16:10:00;LED;CEE;Arrived;CN1;14.08.2017 14:50:00;14.08.2017 16:15:00
9714;PG0078;18.07.2017 15:25:00;18.07.2017 16:50:00;LED;CEE;Arrived;CN1;18.07.2017 15:27:00;18.07.2017 16:52:00
9715;PG0077;16.08.2017 14:45:00;16.08.2017 16:10:00;LED;CEE;On Time;CN1;;
9716;PG0077;30.08.2017 14:45:00;30.08.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9717;PG0078;30.08.2017 15:25:00;30.08.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9718;PG0077;18.07.2017 14:45:00;18.07.2017 16:10:00;LED;CEE;Arrived;CN1;18.07.2017 14:51:00;18.07.2017 16:16:00
9719;PG0078;31.08.2017 15:25:00;31.08.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9720;PG0078;11.08.2017 15:25:00;11.08.2017 16:50:00;LED;CEE;Arrived;CN1;11.08.2017 15:27:00;11.08.2017 16:51:00
9721;PG0077;02.09.2017 14:45:00;02.09.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9722;PG0077;24.07.2017 14:45:00;24.07.2017 16:10:00;LED;CEE;Arrived;CN1;24.07.2017 14:48:00;24.07.2017 16:13:00
9723;PG0077;28.08.2017 14:45:00;28.08.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9724;PG0078;10.08.2017 15:25:00;10.08.2017 16:50:00;LED;CEE;Arrived;CN1;10.08.2017 15:26:00;10.08.2017 16:51:00
9725;PG0077;01.08.2017 14:45:00;01.08.2017 16:10:00;LED;CEE;Arrived;CN1;01.08.2017 14:47:00;01.08.2017 16:12:00
9726;PG0077;04.08.2017 14:45:00;04.08.2017 16:10:00;LED;CEE;Arrived;CN1;04.08.2017 14:45:00;04.08.2017 16:10:00
9727;PG0078;04.08.2017 15:25:00;04.08.2017 16:50:00;LED;CEE;Arrived;CN1;04.08.2017 15:27:00;04.08.2017 16:53:00
9728;PG0077;11.08.2017 14:45:00;11.08.2017 16:10:00;LED;CEE;Arrived;CN1;11.08.2017 14:46:00;11.08.2017 16:11:00
9729;PG0078;02.09.2017 15:25:00;02.09.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9730;PG0077;21.08.2017 14:45:00;21.08.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9731;PG0078;19.08.2017 15:25:00;19.08.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9732;PG0078;09.09.2017 15:25:00;09.09.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9733;PG0078;21.08.2017 15:25:00;21.08.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9734;PG0077;21.07.2017 14:45:00;21.07.2017 16:10:00;LED;CEE;Arrived;CN1;21.07.2017 14:46:00;21.07.2017 16:11:00
9735;PG0078;21.07.2017 15:25:00;21.07.2017 16:50:00;LED;CEE;Arrived;CN1;21.07.2017 15:27:00;21.07.2017 16:52:00
9736;PG0078;19.07.2017 15:25:00;19.07.2017 16:50:00;LED;CEE;Arrived;CN1;19.07.2017 15:27:00;19.07.2017 16:52:00
9737;PG0077;19.08.2017 14:45:00;19.08.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9738;PG0077;19.07.2017 14:45:00;19.07.2017 16:10:00;LED;CEE;Arrived;CN1;19.07.2017 14:50:00;19.07.2017 16:14:00
9739;PG0078;03.08.2017 15:25:00;03.08.2017 16:50:00;LED;CEE;Arrived;CN1;03.08.2017 15:27:00;03.08.2017 16:52:00
9740;PG0078;18.08.2017 15:25:00;18.08.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9741;PG0077;12.08.2017 14:45:00;12.08.2017 16:10:00;LED;CEE;Arrived;CN1;12.08.2017 14:51:00;12.08.2017 16:13:00
9742;PG0078;12.08.2017 15:25:00;12.08.2017 16:50:00;LED;CEE;Arrived;CN1;12.08.2017 15:28:00;12.08.2017 16:54:00
9743;PG0078;05.09.2017 15:25:00;05.09.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9744;PG0077;07.08.2017 14:45:00;07.08.2017 16:10:00;LED;CEE;Arrived;CN1;07.08.2017 14:48:00;07.08.2017 16:13:00
9745;PG0078;24.08.2017 15:25:00;24.08.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9746;PG0078;07.08.2017 15:25:00;07.08.2017 16:50:00;LED;CEE;Arrived;CN1;07.08.2017 15:32:00;07.08.2017 16:56:00
9747;PG0077;29.08.2017 14:45:00;29.08.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9748;PG0078;25.08.2017 15:25:00;25.08.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9749;PG0077;24.08.2017 14:45:00;24.08.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9750;PG0078;01.08.2017 15:25:00;01.08.2017 16:50:00;LED;CEE;Arrived;CN1;01.08.2017 15:30:00;01.08.2017 16:53:00
9751;PG0077;25.08.2017 14:45:00;25.08.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9752;PG0077;18.08.2017 14:45:00;18.08.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9753;PG0078;12.09.2017 15:25:00;12.09.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9754;PG0077;09.09.2017 14:45:00;09.09.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9755;PG0077;08.08.2017 14:45:00;08.08.2017 16:10:00;LED;CEE;Arrived;CN1;08.08.2017 14:50:00;08.08.2017 16:16:00
9756;PG0077;10.09.2017 14:45:00;10.09.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9757;PG0077;31.07.2017 14:45:00;31.07.2017 16:10:00;LED;CEE;Arrived;CN1;31.07.2017 14:46:00;31.07.2017 16:11:00
9758;PG0078;08.08.2017 15:25:00;08.08.2017 16:50:00;LED;CEE;Arrived;CN1;08.08.2017 15:30:00;08.08.2017 16:55:00
9759;PG0077;12.09.2017 14:45:00;12.09.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9760;PG0078;10.09.2017 15:25:00;10.09.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9761;PG0077;15.08.2017 14:45:00;15.08.2017 16:10:00;LED;CEE;Departed;CN1;15.08.2017 14:48:00;
9762;PG0078;22.08.2017 15:25:00;22.08.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9763;PG0078;13.08.2017 15:25:00;13.08.2017 16:50:00;LED;CEE;Arrived;CN1;13.08.2017 15:26:00;13.08.2017 16:52:00
9764;PG0078;23.08.2017 15:25:00;23.08.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9765;PG0078;06.09.2017 15:25:00;06.09.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9766;PG0077;13.08.2017 14:45:00;13.08.2017 16:10:00;LED;CEE;Arrived;CN1;13.08.2017 14:51:00;13.08.2017 16:18:00
9767;PG0078;15.08.2017 15:25:00;15.08.2017 16:50:00;LED;CEE;On Time;CN1;;
9768;PG0077;09.08.2017 14:45:00;09.08.2017 16:10:00;LED;CEE;Arrived;CN1;09.08.2017 18:32:00;09.08.2017 19:57:00
9769;PG0078;01.09.2017 15:25:00;01.09.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9770;PG0077;01.09.2017 14:45:00;01.09.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9771;PG0078;30.07.2017 15:25:00;30.07.2017 16:50:00;LED;CEE;Arrived;CN1;30.07.2017 15:26:00;30.07.2017 16:51:00
9772;PG0077;30.07.2017 14:45:00;30.07.2017 16:10:00;LED;CEE;Arrived;CN1;30.07.2017 14:47:00;30.07.2017 16:11:00
9773;PG0077;23.08.2017 14:45:00;23.08.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9774;PG0078;28.07.2017 15:25:00;28.07.2017 16:50:00;LED;CEE;Arrived;CN1;28.07.2017 15:30:00;28.07.2017 16:54:00
9775;PG0078;09.08.2017 15:25:00;09.08.2017 16:50:00;LED;CEE;Arrived;CN1;09.08.2017 15:27:00;09.08.2017 16:52:00
9776;PG0077;11.09.2017 14:45:00;11.09.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9777;PG0078;16.07.2017 15:25:00;16.07.2017 16:50:00;LED;CEE;Arrived;CN1;16.07.2017 15:27:00;16.07.2017 16:52:00
9778;PG0077;20.07.2017 14:45:00;20.07.2017 16:10:00;LED;CEE;Arrived;CN1;20.07.2017 14:50:00;20.07.2017 16:16:00
9779;PG0077;22.08.2017 14:45:00;22.08.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9780;PG0078;11.09.2017 15:25:00;11.09.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9781;PG0077;05.09.2017 14:45:00;05.09.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9782;PG0078;26.08.2017 15:25:00;26.08.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9783;PG0077;16.07.2017 14:45:00;16.07.2017 16:10:00;LED;CEE;Arrived;CN1;16.07.2017 14:45:00;16.07.2017 16:10:00
9784;PG0077;06.09.2017 14:45:00;06.09.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9785;PG0077;26.08.2017 14:45:00;26.08.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9786;PG0078;29.08.2017 15:25:00;29.08.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9787;PG0078;31.07.2017 15:25:00;31.07.2017 16:50:00;LED;CEE;Arrived;CN1;31.07.2017 15:28:00;31.07.2017 16:53:00
9788;PG0078;13.09.2017 15:25:00;13.09.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9789;PG0077;13.09.2017 14:45:00;13.09.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9790;PG0077;26.07.2017 14:45:00;26.07.2017 16:10:00;LED;CEE;Arrived;CN1;26.07.2017 14:49:00;26.07.2017 16:15:00
9791;PG0078;26.07.2017 15:25:00;26.07.2017 16:50:00;LED;CEE;Arrived;CN1;26.07.2017 18:47:00;26.07.2017 20:13:00
9792;PG0078;23.07.2017 15:25:00;23.07.2017 16:50:00;LED;CEE;Arrived;CN1;23.07.2017 15:29:00;23.07.2017 16:55:00
9793;PG0077;14.09.2017 14:45:00;14.09.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9794;PG0077;23.07.2017 14:45:00;23.07.2017 16:10:00;LED;CEE;Arrived;CN1;23.07.2017 14:47:00;23.07.2017 16:11:00
9795;PG0077;02.08.2017 14:45:00;02.08.2017 16:10:00;LED;CEE;Arrived;CN1;02.08.2017 14:48:00;02.08.2017 16:13:00
9796;PG0078;20.07.2017 15:25:00;20.07.2017 16:50:00;LED;CEE;Arrived;CN1;20.07.2017 15:27:00;20.07.2017 16:53:00
9797;PG0078;02.08.2017 15:25:00;02.08.2017 16:50:00;LED;CEE;Arrived;CN1;02.08.2017 15:25:00;02.08.2017 16:49:00
9798;PG0078;08.09.2017 15:25:00;08.09.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9799;PG0077;08.09.2017 14:45:00;08.09.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9800;PG0077;29.07.2017 14:45:00;29.07.2017 16:10:00;LED;CEE;Arrived;CN1;29.07.2017 14:49:00;29.07.2017 16:13:00
9801;PG0078;29.07.2017 15:25:00;29.07.2017 16:50:00;LED;CEE;Arrived;CN1;29.07.2017 15:28:00;29.07.2017 16:52:00
9802;PG0078;17.08.2017 15:25:00;17.08.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9803;PG0078;20.08.2017 15:25:00;20.08.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9804;PG0077;03.09.2017 14:45:00;03.09.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9805;PG0078;03.09.2017 15:25:00;03.09.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9806;PG0078;28.08.2017 15:25:00;28.08.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9807;PG0077;05.08.2017 14:45:00;05.08.2017 16:10:00;LED;CEE;Arrived;CN1;05.08.2017 14:47:00;05.08.2017 16:13:00
9808;PG0078;22.07.2017 15:25:00;22.07.2017 16:50:00;LED;CEE;Arrived;CN1;22.07.2017 15:28:00;22.07.2017 16:54:00
9809;PG0078;27.08.2017 15:25:00;27.08.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9810;PG0077;04.09.2017 14:45:00;04.09.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9811;PG0078;04.09.2017 15:25:00;04.09.2017 16:50:00;LED;CEE;Scheduled;CN1;;
9812;PG0078;14.09.2017 15:25:00;14.09.2017 16:50:00;LED;CEE;Cancelled;CN1;;
9813;PG0077;22.07.2017 14:45:00;22.07.2017 16:10:00;LED;CEE;Arrived;CN1;22.07.2017 14:51:00;22.07.2017 16:15:00
9814;PG0077;10.08.2017 14:45:00;10.08.2017 16:10:00;LED;CEE;Arrived;CN1;10.08.2017 14:47:00;10.08.2017 16:12:00
9815;PG0077;27.08.2017 14:45:00;27.08.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9816;PG0077;07.09.2017 14:45:00;07.09.2017 16:10:00;LED;CEE;Scheduled;CN1;;
9817;PG0078;05.08.2017 15:25:00;05.08.2017 16:50:00;LED;CEE;Arrived;CN1;05.08.2017 15:27:00;05.08.2017 16:53:00
9818;PG0223;10.08.2017 8:50:00;10.08.2017 12:15:00;OVB;DME;Arrived;773;10.08.2017 8:52:00;10.08.2017 12:17:00
9819;PG0223;12.08.2017 8:50:00;12.08.2017 12:15:00;OVB;DME;Arrived;773;12.08.2017 8:52:00;12.08.2017 12:17:00
9820;PG0223;29.07.2017 8:50:00;29.07.2017 12:15:00;OVB;DME;Arrived;773;29.07.2017 8:52:00;29.07.2017 12:16:00
9821;PG0223;01.08.2017 8:50:00;01.08.2017 12:15:00;OVB;DME;Arrived;773;01.08.2017 8:51:00;01.08.2017 12:14:00
9822;PG0223;18.08.2017 8:50:00;18.08.2017 12:15:00;OVB;DME;Scheduled;773;;
9823;PG0223;07.09.2017 8:50:00;07.09.2017 12:15:00;OVB;DME;Scheduled;773;;
9824;PG0223;22.08.2017 8:50:00;22.08.2017 12:15:00;OVB;DME;Scheduled;773;;
9825;PG0223;26.07.2017 8:50:00;26.07.2017 12:15:00;OVB;DME;Arrived;773;26.07.2017 8:51:00;26.07.2017 12:17:00
9826;PG0223;01.09.2017 8:50:00;01.09.2017 12:15:00;OVB;DME;Scheduled;773;;
9827;PG0223;06.09.2017 8:50:00;06.09.2017 12:15:00;OVB;DME;Scheduled;773;;
9828;PG0223;31.08.2017 8:50:00;31.08.2017 12:15:00;OVB;DME;Scheduled;773;;
9829;PG0223;16.07.2017 8:50:00;16.07.2017 12:15:00;OVB;DME;Arrived;773;16.07.2017 8:51:00;16.07.2017 12:17:00
9830;PG0223;09.09.2017 8:50:00;09.09.2017 12:15:00;OVB;DME;Scheduled;773;;
9831;PG0223;06.08.2017 8:50:00;06.08.2017 12:15:00;OVB;DME;Arrived;773;06.08.2017 8:52:00;06.08.2017 12:16:00
9832;PG0223;25.08.2017 8:50:00;25.08.2017 12:15:00;OVB;DME;Scheduled;773;;
9833;PG0223;26.08.2017 8:50:00;26.08.2017 12:15:00;OVB;DME;Scheduled;773;;
9834;PG0223;20.07.2017 8:50:00;20.07.2017 12:15:00;OVB;DME;Arrived;773;20.07.2017 8:54:00;20.07.2017 12:19:00
9835;PG0223;14.08.2017 8:50:00;14.08.2017 12:15:00;OVB;DME;Arrived;773;14.08.2017 8:51:00;14.08.2017 12:17:00
9836;PG0223;27.07.2017 8:50:00;27.07.2017 12:15:00;OVB;DME;Arrived;773;27.07.2017 8:53:00;27.07.2017 12:16:00
9837;PG0223;11.08.2017 8:50:00;11.08.2017 12:15:00;OVB;DME;Arrived;773;11.08.2017 8:54:00;11.08.2017 12:22:00
9838;PG0223;02.08.2017 8:50:00;02.08.2017 12:15:00;OVB;DME;Arrived;773;02.08.2017 8:53:00;02.08.2017 12:19:00
9839;PG0223;16.08.2017 8:50:00;16.08.2017 12:15:00;OVB;DME;On Time;773;;
9840;PG0223;27.08.2017 8:50:00;27.08.2017 12:15:00;OVB;DME;Scheduled;773;;
9841;PG0223;17.07.2017 8:50:00;17.07.2017 12:15:00;OVB;DME;Arrived;773;17.07.2017 8:56:00;17.07.2017 12:20:00
9842;PG0223;23.08.2017 8:50:00;23.08.2017 12:15:00;OVB;DME;Scheduled;773;;
9843;PG0223;08.09.2017 8:50:00;08.09.2017 12:15:00;OVB;DME;Scheduled;773;;
9844;PG0223;13.08.2017 8:50:00;13.08.2017 12:15:00;OVB;DME;Arrived;773;13.08.2017 8:56:00;13.08.2017 12:23:00
9845;PG0223;22.07.2017 8:50:00;22.07.2017 12:15:00;OVB;DME;Arrived;773;22.07.2017 11:51:00;22.07.2017 15:14:00
9846;PG0223;23.07.2017 8:50:00;23.07.2017 12:15:00;OVB;DME;Arrived;773;23.07.2017 8:53:00;23.07.2017 12:18:00
9847;PG0223;05.08.2017 8:50:00;05.08.2017 12:15:00;OVB;DME;Arrived;773;05.08.2017 8:52:00;05.08.2017 12:18:00
9848;PG0223;13.09.2017 8:50:00;13.09.2017 12:15:00;OVB;DME;Scheduled;773;;
9849;PG0223;07.08.2017 8:50:00;07.08.2017 12:15:00;OVB;DME;Arrived;773;07.08.2017 8:51:00;07.08.2017 12:19:00
9850;PG0223;02.09.2017 8:50:00;02.09.2017 12:15:00;OVB;DME;Scheduled;773;;
9851;PG0223;20.08.2017 8:50:00;20.08.2017 12:15:00;OVB;DME;Scheduled;773;;
9852;PG0223;14.09.2017 8:50:00;14.09.2017 12:15:00;OVB;DME;Scheduled;773;;
9853;PG0223;03.08.2017 8:50:00;03.08.2017 12:15:00;OVB;DME;Arrived;773;03.08.2017 8:56:00;03.08.2017 12:22:00
9854;PG0223;19.08.2017 8:50:00;19.08.2017 12:15:00;OVB;DME;Scheduled;773;;
9855;PG0223;24.08.2017 8:50:00;24.08.2017 12:15:00;OVB;DME;Scheduled;773;;
9856;PG0223;04.09.2017 8:50:00;04.09.2017 12:15:00;OVB;DME;Scheduled;773;;
9857;PG0223;29.08.2017 8:50:00;29.08.2017 12:15:00;OVB;DME;Scheduled;773;;
9858;PG0223;18.07.2017 8:50:00;18.07.2017 12:15:00;OVB;DME;Arrived;773;18.07.2017 8:50:00;18.07.2017 12:14:00
9859;PG0223;28.08.2017 8:50:00;28.08.2017 12:15:00;OVB;DME;Scheduled;773;;
9860;PG0223;09.08.2017 8:50:00;09.08.2017 12:15:00;OVB;DME;Arrived;773;09.08.2017 8:50:00;09.08.2017 12:13:00
9861;PG0223;19.07.2017 8:50:00;19.07.2017 12:15:00;OVB;DME;Arrived;773;19.07.2017 8:50:00;19.07.2017 12:17:00
9862;PG0223;30.07.2017 8:50:00;30.07.2017 12:15:00;OVB;DME;Arrived;773;30.07.2017 8:54:00;30.07.2017 12:15:00
9863;PG0223;21.08.2017 8:50:00;21.08.2017 12:15:00;OVB;DME;Scheduled;773;;
9864;PG0223;15.08.2017 8:50:00;15.08.2017 12:15:00;OVB;DME;Arrived;773;15.08.2017 8:54:00;15.08.2017 12:23:00
9865;PG0223;05.09.2017 8:50:00;05.09.2017 12:15:00;OVB;DME;Scheduled;773;;
9866;PG0223;12.09.2017 8:50:00;12.09.2017 12:15:00;OVB;DME;Scheduled;773;;
9867;PG0223;03.09.2017 8:50:00;03.09.2017 12:15:00;OVB;DME;Scheduled;773;;
9868;PG0223;11.09.2017 8:50:00;11.09.2017 12:15:00;OVB;DME;Scheduled;773;;
9869;PG0223;28.07.2017 8:50:00;28.07.2017 12:15:00;OVB;DME;Arrived;773;28.07.2017 8:54:00;28.07.2017 12:20:00
9870;PG0223;24.07.2017 8:50:00;24.07.2017 12:15:00;OVB;DME;Arrived;773;24.07.2017 8:52:00;24.07.2017 12:18:00
9871;PG0223;17.08.2017 8:50:00;17.08.2017 12:15:00;OVB;DME;Scheduled;773;;
9872;PG0223;31.07.2017 8:50:00;31.07.2017 12:15:00;OVB;DME;Arrived;773;31.07.2017 8:53:00;31.07.2017 12:24:00
9873;PG0223;21.07.2017 8:50:00;21.07.2017 12:15:00;OVB;DME;Arrived;773;21.07.2017 8:53:00;21.07.2017 12:16:00
9874;PG0223;30.08.2017 8:50:00;30.08.2017 12:15:00;OVB;DME;Scheduled;773;;
9875;PG0223;25.07.2017 8:50:00;25.07.2017 12:15:00;OVB;DME;Arrived;773;25.07.2017 8:52:00;25.07.2017 12:18:00
9876;PG0223;10.09.2017 8:50:00;10.09.2017 12:15:00;OVB;DME;Scheduled;773;;
9877;PG0223;04.08.2017 8:50:00;04.08.2017 12:15:00;OVB;DME;Arrived;773;04.08.2017 8:56:00;04.08.2017 12:18:00
9878;PG0223;08.08.2017 8:50:00;08.08.2017 12:15:00;OVB;DME;Arrived;773;08.08.2017 8:53:00;08.08.2017 12:16:00
9879;PG0278;18.07.2017 11:20:00;18.07.2017 14:45:00;OVB;SVO;Arrived;773;18.07.2017 11:22:00;18.07.2017 14:48:00
9880;PG0278;22.07.2017 11:20:00;22.07.2017 14:45:00;OVB;SVO;Arrived;773;22.07.2017 11:24:00;22.07.2017 14:50:00
9881;PG0278;09.09.2017 11:20:00;09.09.2017 14:45:00;OVB;SVO;Scheduled;773;;
9882;PG0278;09.08.2017 11:20:00;09.08.2017 14:45:00;OVB;SVO;Arrived;773;09.08.2017 11:27:00;09.08.2017 14:52:00
9883;PG0278;17.07.2017 11:20:00;17.07.2017 14:45:00;OVB;SVO;Arrived;773;17.07.2017 11:25:00;17.07.2017 14:48:00
9884;PG0278;06.09.2017 11:20:00;06.09.2017 14:45:00;OVB;SVO;Scheduled;773;;
9885;PG0278;21.08.2017 11:20:00;21.08.2017 14:45:00;OVB;SVO;Scheduled;773;;
9886;PG0278;14.09.2017 11:20:00;14.09.2017 14:45:00;OVB;SVO;Scheduled;773;;
9887;PG0278;11.09.2017 11:20:00;11.09.2017 14:45:00;OVB;SVO;Scheduled;773;;
9888;PG0278;04.08.2017 11:20:00;04.08.2017 14:45:00;OVB;SVO;Arrived;773;04.08.2017 11:21:00;04.08.2017 14:46:00
9889;PG0278;30.07.2017 11:20:00;30.07.2017 14:45:00;OVB;SVO;Arrived;773;30.07.2017 11:24:00;30.07.2017 14:45:00
9890;PG0278;05.08.2017 11:20:00;05.08.2017 14:45:00;OVB;SVO;Arrived;773;05.08.2017 11:25:00;05.08.2017 14:50:00
9891;PG0278;16.07.2017 11:20:00;16.07.2017 14:45:00;OVB;SVO;Arrived;773;16.07.2017 15:36:00;16.07.2017 18:59:00
9892;PG0278;22.08.2017 11:20:00;22.08.2017 14:45:00;OVB;SVO;Scheduled;773;;
9893;PG0278;25.07.2017 11:20:00;25.07.2017 14:45:00;OVB;SVO;Arrived;773;25.07.2017 11:21:00;25.07.2017 14:47:00
9894;PG0278;17.08.2017 11:20:00;17.08.2017 14:45:00;OVB;SVO;Scheduled;773;;
9895;PG0278;26.08.2017 11:20:00;26.08.2017 14:45:00;OVB;SVO;Scheduled;773;;
9896;PG0278;23.08.2017 11:20:00;23.08.2017 14:45:00;OVB;SVO;Scheduled;773;;
9897;PG0278;07.09.2017 11:20:00;07.09.2017 14:45:00;OVB;SVO;Scheduled;773;;
9898;PG0278;29.08.2017 11:20:00;29.08.2017 14:45:00;OVB;SVO;Scheduled;773;;
9899;PG0278;24.08.2017 11:20:00;24.08.2017 14:45:00;OVB;SVO;Scheduled;773;;
9900;PG0278;13.09.2017 11:20:00;13.09.2017 14:45:00;OVB;SVO;Scheduled;773;;
9901;PG0278;11.08.2017 11:20:00;11.08.2017 14:45:00;OVB;SVO;Arrived;773;11.08.2017 11:23:00;11.08.2017 14:47:00
9902;PG0278;01.09.2017 11:20:00;01.09.2017 14:45:00;OVB;SVO;Scheduled;773;;
9903;PG0278;12.08.2017 11:20:00;12.08.2017 14:45:00;OVB;SVO;Arrived;773;12.08.2017 11:20:00;12.08.2017 14:45:00
9904;PG0278;02.09.2017 11:20:00;02.09.2017 14:45:00;OVB;SVO;Scheduled;773;;
9905;PG0278;25.08.2017 11:20:00;25.08.2017 14:45:00;OVB;SVO;Scheduled;773;;
9906;PG0278;23.07.2017 11:20:00;23.07.2017 14:45:00;OVB;SVO;Arrived;773;23.07.2017 11:25:00;23.07.2017 14:47:00
9907;PG0278;07.08.2017 11:20:00;07.08.2017 14:45:00;OVB;SVO;Arrived;773;07.08.2017 11:21:00;07.08.2017 14:48:00
9908;PG0278;08.08.2017 11:20:00;08.08.2017 14:45:00;OVB;SVO;Arrived;773;08.08.2017 11:22:00;08.08.2017 14:49:00
9909;PG0278;10.08.2017 11:20:00;10.08.2017 14:45:00;OVB;SVO;Arrived;773;10.08.2017 11:24:00;10.08.2017 14:47:00
9910;PG0278;03.09.2017 11:20:00;03.09.2017 14:45:00;OVB;SVO;Scheduled;773;;
9911;PG0278;18.08.2017 11:20:00;18.08.2017 14:45:00;OVB;SVO;Scheduled;773;;
9912;PG0278;04.09.2017 11:20:00;04.09.2017 14:45:00;OVB;SVO;Scheduled;773;;
9913;PG0278;31.08.2017 11:20:00;31.08.2017 14:45:00;OVB;SVO;Scheduled;773;;
9914;PG0278;24.07.2017 11:20:00;24.07.2017 14:45:00;OVB;SVO;Arrived;773;24.07.2017 11:23:00;24.07.2017 14:48:00
9915;PG0278;13.08.2017 11:20:00;13.08.2017 14:45:00;OVB;SVO;Arrived;773;13.08.2017 14:43:00;13.08.2017 18:08:00
9916;PG0278;27.08.2017 11:20:00;27.08.2017 14:45:00;OVB;SVO;Scheduled;773;;
9917;PG0278;01.08.2017 11:20:00;01.08.2017 14:45:00;OVB;SVO;Arrived;773;01.08.2017 11:23:00;01.08.2017 14:50:00
9918;PG0278;10.09.2017 11:20:00;10.09.2017 14:45:00;OVB;SVO;Scheduled;773;;
9919;PG0278;28.08.2017 11:20:00;28.08.2017 14:45:00;OVB;SVO;Scheduled;773;;
9920;PG0278;16.08.2017 11:20:00;16.08.2017 14:45:00;OVB;SVO;On Time;773;;
9921;PG0278;12.09.2017 11:20:00;12.09.2017 14:45:00;OVB;SVO;Scheduled;773;;
9922;PG0278;03.08.2017 11:20:00;03.08.2017 14:45:00;OVB;SVO;Arrived;773;03.08.2017 11:24:00;03.08.2017 14:48:00
9923;PG0278;05.09.2017 11:20:00;05.09.2017 14:45:00;OVB;SVO;Scheduled;773;;
9924;PG0278;20.08.2017 11:20:00;20.08.2017 14:45:00;OVB;SVO;Scheduled;773;;
9925;PG0278;29.07.2017 11:20:00;29.07.2017 14:45:00;OVB;SVO;Arrived;773;29.07.2017 14:51:00;29.07.2017 18:17:00
9926;PG0278;06.08.2017 11:20:00;06.08.2017 14:45:00;OVB;SVO;Arrived;773;06.08.2017 11:21:00;06.08.2017 14:48:00
9927;PG0278;02.08.2017 11:20:00;02.08.2017 14:45:00;OVB;SVO;Arrived;773;02.08.2017 11:22:00;02.08.2017 14:48:00
9928;PG0278;30.08.2017 11:20:00;30.08.2017 14:45:00;OVB;SVO;Scheduled;773;;
9929;PG0278;19.07.2017 11:20:00;19.07.2017 14:45:00;OVB;SVO;Arrived;773;19.07.2017 11:21:00;19.07.2017 14:43:00
9930;PG0278;08.09.2017 11:20:00;08.09.2017 14:45:00;OVB;SVO;Scheduled;773;;
