ticket_no;flight_id;fare_conditions;amount
0005435948305;1994;Economy;19000,00
0005434638864;1994;Economy;19000,00
0005434638859;1994;Economy;19000,00
0005434638870;1994;Economy;19000,00
0005434638874;1994;Economy;19000,00
0005434600341;6050;Business;69700,00
0005434600351;6050;Business;69700,00
0005434600342;6050;Business;69700,00
0005433531228;6050;Business;69700,00
0005434600333;6050;Business;69700,00
0005433531225;6050;Business;69700,00
0005433533242;6050;Business;69700,00
0005434600346;6050;Business;69700,00
0005434600336;6050;Business;69700,00
0005434600338;6050;Economy;23200,00
0005434600349;6050;Economy;23200,00
0005434600331;6050;Economy;23200,00
0005434600340;6050;Economy;25600,00
0005432111226;6050;Economy;23200,00
0005434600332;6050;Economy;23200,00
0005433533241;6050;Economy;23200,00
0005433531226;6050;Economy;23200,00
0005434600337;6050;Economy;23200,00
0005434600343;6050;Economy;23200,00
0005434600329;6050;Economy;23200,00
0005433533240;6050;Economy;23200,00
0005434600353;6050;Economy;23200,00
0005434600334;6050;Economy;23200,00
0005434600328;6050;Economy;23200,00
0005433533243;6050;Economy;23200,00
0005432111227;6050;Economy;23200,00
0005434600330;6050;Economy;23200,00
0005434600339;6050;Economy;23200,00
0005433531227;6050;Economy;23200,00
0005434600350;6050;Economy;23200,00
0005434600345;6050;Economy;23200,00
0005434600344;6050;Economy;23200,00
0005434600352;6050;Economy;23200,00
0005434600348;6050;Economy;23200,00
0005434600347;6050;Economy;23200,00
0005434600335;6050;Economy;23200,00
0005432111225;6050;Economy;23200,00
0005434600327;6050;Economy;23200,00
0005435326511;18571;Business;69700,00
0005435326498;18571;Economy;23200,00
0005435326500;18571;Economy;23200,00
0005435326507;18571;Economy;25600,00
0005435326510;18571;Economy;23200,00
0005435326497;18571;Economy;23200,00
0005435326506;18571;Economy;23200,00
0005435326501;18571;Economy;23200,00
0005435326509;18571;Economy;23200,00
0005435326499;18571;Economy;23200,00
0005435326504;18571;Economy;23200,00
0005435326505;18571;Economy;23200,00
0005435326502;18571;Economy;23200,00
0005435326503;18571;Economy;23200,00
0005435326508;18571;Economy;23200,00
0005434554024;10653;Economy;3000,00
0005433180671;27692;Business;9100,00
0005433180663;27692;Business;9100,00
0005433180665;27692;Business;9100,00
0005433180648;27692;Business;9100,00
0005433180649;27692;Business;9100,00
0005433180661;27692;Business;9100,00
0005433180650;27692;Economy;3000,00
0005433180667;27692;Economy;3000,00
0005433180662;27692;Economy;3300,00
0005433180672;27692;Economy;3300,00
0005433180659;27692;Economy;3000,00
0005433180670;27692;Economy;3000,00
0005433180657;27692;Economy;3000,00
0005433180652;27692;Economy;3000,00
0005433180656;27692;Economy;3000,00
0005433180673;27692;Economy;3000,00
0005433180655;27692;Economy;3000,00
0005433180654;27692;Economy;3000,00
0005433180658;27692;Economy;3000,00
0005433180666;27692;Economy;3000,00
0005433180660;27692;Economy;3000,00
0005433180664;27692;Economy;3000,00
0005433180653;27692;Economy;3000,00
0005433180651;27692;Economy;3000,00
0005433180668;27692;Economy;3000,00
0005433180669;27692;Economy;3000,00
0005433459143;6148;Economy;11700,00
0005433459145;6148;Economy;11700,00
0005433459146;6148;Economy;11700,00
0005433459144;6148;Economy;11700,00
0005435254429;19301;Economy;11700,00
0005435254430;19301;Economy;11700,00
0005435681419;6733;Business;51100,00
0005435681402;6733;Business;51100,00
0005432136082;6733;Business;51100,00
0005435681386;6733;Business;51100,00
0005432136083;6733;Business;51100,00
0005435681404;6733;Business;51100,00
0005435681421;6733;Economy;17000,00
0005435681423;6733;Economy;17000,00
0005435681425;6733;Economy;17000,00
0005435681403;6733;Economy;17000,00
0005435681390;6733;Economy;18700,00
0005435681408;6733;Economy;18700,00
0005435720118;6733;Economy;18700,00
0005435681384;6733;Economy;18700,00
0005435681422;6733;Economy;18700,00
0005432136081;6733;Economy;17000,00
0005435681411;6733;Economy;17000,00
0005435681392;6733;Economy;17000,00
0005435681389;6733;Economy;17000,00
0005435681401;6733;Economy;17000,00
0005435681385;6733;Economy;17000,00
0005435681415;6733;Economy;17000,00
0005435681395;6733;Economy;17000,00
0005435681396;6733;Economy;17000,00
0005435681399;6733;Economy;17000,00
0005435681410;6733;Economy;17000,00
0005435681391;6733;Economy;17000,00
0005435681414;6733;Economy;17000,00
0005435681420;6733;Economy;17000,00
0005432136079;6733;Economy;17000,00
0005435681417;6733;Economy;17000,00
0005435720119;6733;Economy;17000,00
0005432136084;6733;Economy;17000,00
0005435681407;6733;Economy;17000,00
0005435681427;6733;Economy;17000,00
0005435681393;6733;Economy;17000,00
0005435681405;6733;Economy;17000,00
0005432136080;6733;Economy;17000,00
0005435681394;6733;Economy;17000,00
0005435681397;6733;Economy;17000,00
0005435681426;6733;Economy;17000,00
0005435681387;6733;Economy;17000,00
0005435681424;6733;Economy;17000,00
0005435681388;6733;Economy;17000,00
0005435681413;6733;Economy;17000,00
0005435681409;6733;Economy;17000,00
0005435681412;6733;Economy;17000,00
0005435681400;6733;Economy;17000,00
0005435681398;6733;Economy;17000,00
0005435681418;6733;Economy;17000,00
0005435681406;6733;Economy;17000,00
0005435681416;6733;Economy;17000,00
0005435437570;24574;Business;51100,00
0005435437562;24574;Business;51100,00
0005435437557;24574;Business;51100,00
0005435437568;24574;Business;51100,00
0005435437573;24574;Business;51100,00
0005432533240;24574;Economy;17000,00
0005435437566;24574;Economy;17000,00
0005435437574;24574;Economy;17000,00
0005432305706;24574;Economy;18700,00
0005434828649;24574;Economy;18700,00
0005435437563;24574;Economy;18700,00
0005435437567;24574;Economy;18700,00
0005435437569;24574;Economy;17000,00
0005435437572;24574;Economy;17000,00
0005435437559;24574;Economy;17000,00
0005435437551;24574;Economy;17000,00
0005435437553;24574;Economy;17000,00
0005434828650;24574;Economy;17000,00
0005435437560;24574;Economy;17000,00
0005434828648;24574;Economy;17000,00
0005435437554;24574;Economy;17000,00
0005432305705;24574;Economy;17000,00
0005435437564;24574;Economy;17000,00
0005435437571;24574;Economy;17000,00
0005432533241;24574;Economy;17000,00
0005435437555;24574;Economy;17000,00
0005435437565;24574;Economy;17000,00
0005435437558;24574;Economy;17000,00
0005432533242;24574;Economy;17000,00
0005435437556;24574;Economy;17000,00
0005435437561;24574;Economy;17000,00
0005435437552;24574;Economy;17000,00
0005435105923;11521;Economy;8800,00
0005435105925;11521;Economy;8800,00
0005435105924;11521;Economy;8800,00
0005435558039;31901;Economy;8800,00
0005435558040;31901;Economy;8800,00
0005435558041;31901;Economy;8800,00
0005433397181;13537;Business;36600,00
0005433397182;13537;Business;36600,00
0005433397222;13537;Business;36600,00
0005433397212;13537;Business;36600,00
0005433397220;13537;Business;36600,00
0005433397200;13537;Economy;12200,00
0005433397203;13537;Economy;12200,00
0005433397184;13537;Economy;12200,00
0005433397179;13537;Economy;13400,00
0005433397188;13537;Economy;13400,00
0005433397202;13537;Economy;13400,00
0005433397196;13537;Economy;12200,00
0005433397213;13537;Economy;12200,00
0005433397201;13537;Economy;12200,00
0005433397224;13537;Economy;12200,00
0005433397207;13537;Economy;12200,00
0005433397197;13537;Economy;12200,00
0005433397208;13537;Economy;12200,00
0005433397183;13537;Economy;12200,00
0005433397205;13537;Economy;12200,00
0005433397187;13537;Economy;12200,00
0005433397211;13537;Economy;12200,00
0005433397228;13537;Economy;12200,00
0005433397217;13537;Economy;12200,00
0005433397194;13537;Economy;12200,00
0005433397214;13537;Economy;12200,00
0005433397189;13537;Economy;12200,00
0005433397215;13537;Economy;12200,00
0005433397226;13537;Economy;12200,00
0005433397225;13537;Economy;12200,00
0005433397216;13537;Economy;12200,00
0005433397227;13537;Economy;12200,00
0005433397223;13537;Economy;12200,00
0005433397185;13537;Economy;12200,00
0005433397198;13537;Economy;12200,00
0005433397192;13537;Economy;12200,00
0005433397219;13537;Economy;12200,00
0005433397210;13537;Economy;12200,00
0005433397178;13537;Economy;12200,00
0005433397206;13537;Economy;12200,00
0005433397180;13537;Economy;12200,00
0005433397193;13537;Economy;12200,00
0005433397218;13537;Economy;12200,00
0005433397191;13537;Economy;12200,00
0005433397221;13537;Economy;12200,00
0005433397199;13537;Economy;12200,00
0005433397186;13537;Economy;12200,00
0005433397209;13537;Economy;12200,00
0005433397190;13537;Economy;12200,00
0005433397195;13537;Economy;12200,00
0005433397204;13537;Economy;12200,00
0005435732116;19417;Business;36600,00
0005435732122;19417;Business;36600,00
0005435732117;19417;Business;36600,00
0005435732114;19417;Business;36600,00
0005435732121;19417;Economy;12200,00
0005432297231;19417;Economy;12200,00
0005435732119;19417;Economy;12200,00
0005435732112;19417;Economy;12200,00
0005435732115;19417;Economy;12200,00
0005435732123;19417;Economy;12200,00
0005432297232;19417;Economy;12200,00
0005435732120;19417;Economy;12200,00
0005432297230;19417;Economy;12200,00
0005435732113;19417;Economy;12200,00
0005435732124;19417;Economy;12200,00
0005435732118;19417;Economy;12200,00
0005435925055;13148;Business;11300,00
0005435925051;13148;Business;11300,00
0005435925047;13148;Business;11300,00
0005435925054;13148;Economy;3800,00
0005435925060;13148;Economy;4100,00
0005435925049;13148;Economy;3800,00
0005435925057;13148;Economy;3800,00
0005435925048;13148;Economy;3800,00
0005435925052;13148;Economy;3800,00
0005435925050;13148;Economy;3800,00
0005435925046;13148;Economy;3800,00
0005435925058;13148;Economy;3800,00
0005435925059;13148;Economy;3800,00
0005435925053;13148;Economy;3800,00
0005435925056;13148;Economy;3800,00
0005433407477;29499;Economy;27100,00
0005433407479;29499;Economy;24700,00
0005433407478;29499;Economy;24700,00
0005433407480;29499;Economy;24700,00
0005433407481;29499;Economy;24700,00
0005434213729;10699;Business;61300,00
0005434213726;10699;Business;61300,00
0005434213707;10699;Business;61300,00
0005434213720;10699;Business;61300,00
0005434213731;10699;Business;61300,00
0005434213728;10699;Economy;20400,00
0005434213740;10699;Economy;20400,00
0005434213705;10699;Economy;20400,00
0005434213704;10699;Economy;20400,00
0005434213702;10699;Economy;22500,00
0005434213737;10699;Economy;22500,00
0005434213708;10699;Economy;20400,00
0005434213732;10699;Economy;20400,00
0005434213712;10699;Economy;20400,00
0005434213724;10699;Economy;20400,00
0005434213743;10699;Economy;20400,00
0005434213742;10699;Economy;20400,00
0005434213701;10699;Economy;20400,00
0005434213709;10699;Economy;20400,00
0005434213698;10699;Economy;20400,00
0005434213714;10699;Economy;20400,00
0005434213717;10699;Economy;20400,00
0005434213733;10699;Economy;20400,00
0005434213703;10699;Economy;20400,00
0005434213734;10699;Economy;20400,00
0005434213721;10699;Economy;20400,00
0005434213715;10699;Economy;20400,00
0005434213713;10699;Economy;20400,00
0005434213718;10699;Economy;20400,00
0005434213723;10699;Economy;20400,00
0005434213711;10699;Economy;20400,00
0005434213735;10699;Economy;20400,00
0005434213716;10699;Economy;20400,00
0005434213744;10699;Economy;20400,00
0005434213727;10699;Economy;20400,00
0005434213700;10699;Economy;20400,00
0005434213719;10699;Economy;20400,00
0005434213738;10699;Economy;20400,00
0005434213706;10699;Economy;20400,00
0005434213736;10699;Economy;20400,00
0005434213730;10699;Economy;20400,00
0005434213710;10699;Economy;20400,00
0005434213741;10699;Economy;20400,00
0005434213739;10699;Economy;20400,00
0005434213745;10699;Economy;20400,00
0005434213725;10699;Economy;20400,00
0005434213699;10699;Economy;20400,00
0005434213722;10699;Economy;20400,00
0005435006602;5474;Business;29500,00
0005432125319;5474;Business;29500,00
0005435038610;5474;Business;29500,00
0005435006618;5474;Business;29500,00
0005435006616;5474;Business;29500,00
0005432125321;5474;Business;29500,00
0005435038645;5474;Business;29500,00
0005435038638;5474;Business;29500,00
0005435006611;5474;Business;29500,00
0005432125324;5474;Economy;9800,00
0005435038618;5474;Economy;9800,00
0005435038661;5474;Economy;9800,00
0005435006606;5474;Economy;9800,00
0005435038631;5474;Economy;9800,00
0005435038643;5474;Economy;9800,00
0005435006610;5474;Economy;9800,00
0005435038627;5474;Economy;9800,00
0005432125322;5474;Economy;9800,00
0005435038656;5474;Economy;9800,00
0005435006607;5474;Economy;9800,00
0005435038619;5474;Economy;9800,00
0005435038668;5474;Economy;9800,00
0005435038648;5474;Economy;9800,00
0005435038642;5474;Economy;9800,00
0005435038611;5474;Economy;9800,00
0005435038652;5474;Economy;9800,00
0005435038626;5474;Economy;9800,00
0005435038665;5474;Economy;9800,00
0005435038666;5474;Economy;9800,00
0005435006603;5474;Economy;9800,00
0005435038672;5474;Economy;9800,00
0005435038662;5474;Economy;9800,00
0005435038675;5474;Economy;9800,00
0005435038659;5474;Economy;9800,00
0005435038657;5474;Economy;9800,00
0005435006613;5474;Economy;9800,00
0005435038616;5474;Economy;9800,00
0005435038640;5474;Economy;9800,00
0005435038663;5474;Economy;9800,00
0005432125325;5474;Economy;9800,00
0005435038651;5474;Economy;10800,00
0005435038622;5474;Economy;9800,00
0005435038654;5474;Economy;10800,00
0005435038625;5474;Economy;10800,00
0005435038647;5474;Economy;10800,00
0005435038637;5474;Economy;10800,00
0005432125318;5474;Economy;9800,00
0005435038650;5474;Economy;9800,00
0005435038639;5474;Economy;9800,00
0005435038641;5474;Economy;9800,00
0005435038653;5474;Economy;9800,00
0005435038628;5474;Economy;9800,00
0005435038646;5474;Economy;9800,00
0005435006615;5474;Economy;9800,00
0005435038671;5474;Economy;9800,00
0005435038621;5474;Economy;9800,00
0005435038649;5474;Economy;9800,00
0005435006609;5474;Economy;9800,00
0005435038620;5474;Economy;9800,00
0005435038670;5474;Economy;9800,00
0005435038615;5474;Economy;9800,00
0005435006614;5474;Economy;9800,00
0005435038614;5474;Economy;9800,00
0005435042820;5474;Economy;9800,00
0005435006617;5474;Economy;9800,00
0005435038612;5474;Economy;9800,00
0005435006605;5474;Economy;9800,00
0005435042822;5474;Economy;9800,00
0005435038658;5474;Economy;9800,00
0005435038624;5474;Economy;9800,00
0005435038633;5474;Economy;9800,00
0005435038613;5474;Economy;9800,00
0005435006604;5474;Economy;9800,00
0005435038664;5474;Economy;9800,00
0005435038617;5474;Economy;9800,00
0005435006601;5474;Economy;9800,00
0005432125323;5474;Economy;9800,00
0005432125320;5474;Economy;9800,00
0005435038644;5474;Economy;9800,00
0005435038655;5474;Economy;9800,00
0005435042823;5474;Economy;9800,00
0005435038634;5474;Economy;9800,00
0005435006608;5474;Economy;9800,00
0005435042821;5474;Economy;9800,00
0005435006619;5474;Economy;9800,00
0005435006612;5474;Economy;9800,00
0005435038673;5474;Economy;9800,00
0005435038623;5474;Economy;9800,00
0005435038632;5474;Economy;9800,00
0005435038629;5474;Economy;9800,00
0005435006620;5474;Economy;9800,00
0005435038674;5474;Economy;9800,00
0005435038660;5474;Economy;9800,00
0005435038669;5474;Economy;9800,00
0005435038630;5474;Economy;9800,00
0005435038635;5474;Economy;9800,00
0005435038667;5474;Economy;9800,00
0005435038636;5474;Economy;9800,00
0005432304331;12973;Business;29500,00
0005434228978;12973;Business;29500,00
0005434228981;12973;Economy;9800,00
0005434228980;12973;Economy;9800,00
0005434228970;12973;Economy;9800,00
0005434228986;12973;Economy;9800,00
0005432304330;12973;Economy;9800,00
0005434228975;12973;Economy;10800,00
0005434228988;12973;Economy;10800,00
0005434228967;12973;Economy;9800,00
0005434228968;12973;Economy;9800,00
0005434228977;12973;Economy;9800,00
0005434228985;12973;Economy;9800,00
0005434228971;12973;Economy;9800,00
0005432304329;12973;Economy;9800,00
0005434228979;12973;Economy;9800,00
0005434228982;12973;Economy;9800,00
0005434228973;12973;Economy;9800,00
0005434228983;12973;Economy;9800,00
0005434228987;12973;Economy;9800,00
0005434228984;12973;Economy;9800,00
0005434228972;12973;Economy;9800,00
0005434228974;12973;Economy;9800,00
0005434228966;12973;Economy;9800,00
0005434228969;12973;Economy;9800,00
0005434228976;12973;Economy;9800,00
0005432059471;20234;Business;52900,00
0005435554107;20234;Business;52900,00
0005432059469;20234;Business;52900,00
0005435902395;20234;Business;52900,00
0005435902389;20234;Economy;17600,00
0005435902393;20234;Economy;17600,00
0005435902398;20234;Economy;19400,00
0005435902387;20234;Economy;19400,00
0005435554103;20234;Economy;17600,00
0005435902385;20234;Economy;17600,00
0005435902390;20234;Economy;17600,00
0005432059470;20234;Economy;17600,00
0005435902388;20234;Economy;17600,00
0005435554106;20234;Economy;17600,00
0005435902397;20234;Economy;17600,00
0005435902391;20234;Economy;17600,00
0005435902400;20234;Economy;17600,00
0005435554104;20234;Economy;17600,00
0005435902392;20234;Economy;17600,00
0005435902399;20234;Economy;17600,00
0005435902401;20234;Economy;17600,00
0005435902396;20234;Economy;17600,00
0005435902384;20234;Economy;17600,00
0005435902386;20234;Economy;17600,00
0005435554105;20234;Economy;17600,00
0005435902394;20234;Economy;17600,00
0005434269067;26680;Business;18500,00
0005433434207;26680;Business;18500,00
0005433434206;26680;Business;18500,00
0005433434187;26680;Business;18500,00
0005433434186;26680;Economy;6200,00
0005433434196;26680;Economy;6200,00
0005433434181;26680;Economy;6200,00
0005433434194;26680;Economy;6800,00
0005434269068;26680;Economy;6800,00
0005433434195;26680;Economy;6200,00
0005433434182;26680;Economy;6200,00
0005433434201;26680;Economy;6200,00
0005433434198;26680;Economy;6200,00
0005433434197;26680;Economy;6200,00
0005433434205;26680;Economy;6200,00
0005433434202;26680;Economy;6200,00
0005433434191;26680;Economy;6200,00
0005433434203;26680;Economy;6200,00
0005433434208;26680;Economy;6200,00
0005433434180;26680;Economy;6200,00
0005433434188;26680;Economy;6200,00
0005433434192;26680;Economy;6200,00
0005434270171;26680;Economy;6200,00
0005432051074;26680;Economy;6200,00
0005433434183;26680;Economy;6200,00
0005434269069;26680;Economy;6200,00
0005433434204;26680;Economy;6200,00
0005433434184;26680;Economy;6200,00
0005433434199;26680;Economy;6200,00
0005432051076;26680;Economy;6200,00
0005434271275;26680;Economy;6200,00
0005433434200;26680;Economy;6200,00
0005433434185;26680;Economy;6200,00
0005432051075;26680;Economy;6200,00
0005433434193;26680;Economy;6200,00
0005434270170;26680;Economy;6200,00
0005433434190;26680;Economy;6200,00
0005433434189;26680;Economy;6200,00
0005434271276;26680;Economy;6200,00
0005432583598;3180;Economy;11100,00
0005432583604;3180;Economy;11100,00
0005432583594;3180;Economy;11100,00
0005432583591;3180;Economy;10100,00
0005432583589;3180;Economy;10100,00
0005432583586;3180;Economy;10100,00
0005432583606;3180;Economy;10100,00
0005432583588;3180;Economy;10100,00
0005432583592;3180;Economy;10100,00
0005432583600;3180;Economy;10100,00
0005432583590;3180;Economy;10100,00
0005432583582;3180;Economy;10100,00
0005432583585;3180;Economy;10100,00
0005432583599;3180;Economy;10100,00
0005432583596;3180;Economy;10100,00
0005432583583;3180;Economy;10100,00
0005432583605;3180;Economy;10100,00
0005432583597;3180;Economy;10100,00
0005432583584;3180;Economy;10100,00
0005432583593;3180;Economy;10100,00
0005432583603;3180;Economy;10100,00
0005432216222;3180;Economy;10100,00
0005432583601;3180;Economy;10100,00
0005432216223;3180;Economy;10100,00
0005432583602;3180;Economy;10100,00
0005432583595;3180;Economy;10100,00
0005432583587;3180;Economy;10100,00
0005432216224;3180;Economy;10100,00
0005432857855;31520;Economy;10100,00
0005432857858;31520;Economy;10100,00
0005432857852;31520;Economy;10100,00
0005432857856;31520;Economy;10100,00
0005432857854;31520;Economy;10100,00
0005432857860;31520;Economy;10100,00
0005432857857;31520;Economy;10100,00
0005432857861;31520;Economy;10100,00
0005432857859;31520;Economy;10100,00
0005432857853;31520;Economy;10100,00
0005432857863;31520;Economy;10100,00
0005432857862;31520;Economy;10100,00
0005434943193;912;Economy;8300,00
0005434943187;912;Economy;7500,00
0005434943184;912;Economy;7500,00
0005434943186;912;Economy;7500,00
0005434943191;912;Economy;7500,00
0005434943194;912;Economy;7500,00
0005434943190;912;Economy;7500,00
0005434943185;912;Economy;7500,00
0005434943189;912;Economy;7500,00
0005434943192;912;Economy;7500,00
0005434943188;912;Economy;7500,00
0005433255025;16199;Economy;8300,00
0005433255023;16199;Economy;7500,00
0005433255021;16199;Economy;7500,00
0005433255024;16199;Economy;7500,00
0005433255022;16199;Economy;7500,00
0005433654647;4322;Business;90500,00
0005433654653;4322;Economy;33200,00
0005433654648;4322;Economy;30200,00
0005433654652;4322;Economy;30200,00
0005433654651;4322;Economy;30200,00
0005433654650;4322;Economy;30200,00
0005433654654;4322;Economy;30200,00
0005433654649;4322;Economy;30200,00
0005433804791;9336;Business;186200,00
0005433784317;9336;Business;186200,00
0005433784328;9336;Business;186200,00
0005433762954;9336;Business;186200,00
0005432666352;9336;Business;186200,00
0005433804783;9336;Business;186200,00
0005433804779;9336;Business;186200,00
0005433784321;9336;Business;186200,00
0005433804784;9336;Business;186200,00
0005433762944;9336;Business;186200,00
0005433804788;9336;Business;186200,00
0005433784297;9336;Business;186200,00
0005433784312;9336;Business;186200,00
0005433784306;9336;Economy;62100,00
0005432665238;9336;Economy;62100,00
0005433784316;9336;Economy;62100,00
0005433784327;9336;Economy;62100,00
0005432657393;9336;Economy;62100,00
0005433784305;9336;Economy;62100,00
0005433762942;9336;Economy;62100,00
0005433784294;9336;Economy;62100,00
0005433762949;9336;Economy;62100,00
0005433762953;9336;Economy;62100,00
0005433784299;9336;Economy;62100,00
0005433784326;9336;Economy;62100,00
0005433784302;9336;Economy;62100,00
0005433784313;9336;Economy;62100,00
0005433762955;9336;Economy;62100,00
0005433784292;9336;Economy;62100,00
0005433804780;9336;Economy;62100,00
0005433784322;9336;Economy;62100,00
0005433784324;9336;Economy;62100,00
0005432666353;9336;Economy;62100,00
0005433804785;9336;Economy;62100,00
0005433784320;9336;Economy;62100,00
0005433784318;9336;Economy;62100,00
0005433784295;9336;Economy;62100,00
0005432665237;9336;Economy;62100,00
0005433804790;9336;Economy;62100,00
0005433762943;9336;Economy;62100,00
0005433804792;9336;Economy;62100,00
0005433784301;9336;Economy;62100,00
0005433784319;9336;Economy;62100,00
0005433762948;9336;Economy;62100,00
0005432657395;9336;Economy;62100,00
0005433762950;9336;Economy;68300,00
0005433804787;9336;Economy;62100,00
0005433762956;9336;Economy;68300,00
0005433762951;9336;Economy;68300,00
0005433762946;9336;Economy;62100,00
0005433784296;9336;Economy;62100,00
0005433762947;9336;Economy;62100,00
0005433804781;9336;Economy;62100,00
0005433784311;9336;Economy;62100,00
0005433804782;9336;Economy;62100,00
0005433804778;9336;Economy;62100,00
0005433784315;9336;Economy;62100,00
0005433804777;9336;Economy;62100,00
0005432657394;9336;Economy;62100,00
0005433784293;9336;Economy;62100,00
0005433784304;9336;Economy;62100,00
0005433804789;9336;Economy;62100,00
0005433784325;9336;Economy;62100,00
0005433784300;9336;Economy;62100,00
0005433784309;9336;Economy;62100,00
0005433804793;9336;Economy;62100,00
0005433784298;9336;Economy;62100,00
0005433784307;9336;Economy;62100,00
0005432666351;9336;Economy;62100,00
0005433784310;9336;Economy;62100,00
0005433784314;9336;Economy;62100,00
0005433804786;9336;Economy;62100,00
0005433762952;9336;Economy;62100,00
0005433784303;9336;Economy;62100,00
0005433784323;9336;Economy;62100,00
0005433762945;9336;Economy;62100,00
0005433784308;9336;Economy;62100,00
0005434170798;26277;Business;186200,00
0005435269632;26277;Business;186200,00
0005435269631;26277;Economy;68300,00
0005434170806;26277;Economy;62100,00
0005434170804;26277;Economy;62100,00
0005435269628;26277;Economy;62100,00
0005435269633;26277;Economy;62100,00
0005435269625;26277;Economy;62100,00
0005434170807;26277;Economy;62100,00
0005435269634;26277;Economy;62100,00
0005435269622;26277;Economy;62100,00
0005434170801;26277;Economy;62100,00
0005435269641;26277;Economy;62100,00
0005434170797;26277;Economy;62100,00
0005434170810;26277;Economy;62100,00
0005435269621;26277;Economy;62100,00
0005435269624;26277;Economy;62100,00
0005435269635;26277;Economy;62100,00
0005435269639;26277;Economy;62100,00
0005434170809;26277;Economy;62100,00
0005434170805;26277;Economy;62100,00
0005435269642;26277;Economy;62100,00
0005434170800;26277;Economy;62100,00
0005435269623;26277;Economy;62100,00
0005435269640;26277;Economy;62100,00
0005435269627;26277;Economy;62100,00
0005435269636;26277;Economy;62100,00
0005434170803;26277;Economy;62100,00
0005434170802;26277;Economy;62100,00
0005435269626;26277;Economy;62100,00
0005434170799;26277;Economy;62100,00
0005434170808;26277;Economy;62100,00
0005435269638;26277;Economy;62100,00
0005435269630;26277;Economy;62100,00
0005435269629;26277;Economy;62100,00
0005435269637;26277;Economy;62100,00
0005435135585;4920;Economy;5300,00
0005435135582;4920;Economy;5300,00
0005435135583;4920;Economy;5300,00
0005435135584;4920;Economy;5300,00
0005435929595;33055;Economy;5300,00
0005435929597;33055;Economy;5300,00
0005435929596;33055;Economy;5300,00
0005434983194;9467;Economy;17900,00
0005434983198;9467;Economy;17900,00
0005434983195;9467;Economy;17900,00
0005434983197;9467;Economy;17900,00
0005434983196;9467;Economy;17900,00
0005434983193;9467;Economy;17900,00
0005434217896;27368;Economy;17900,00
0005434217894;27368;Economy;17900,00
0005434217897;27368;Economy;17900,00
0005434217895;27368;Economy;17900,00
0005434217898;27368;Economy;17900,00
0005434479880;923;Economy;25400,00
0005434479885;923;Economy;25400,00
0005434479896;923;Economy;23100,00
0005432269447;923;Economy;23100,00
0005434479888;923;Economy;23100,00
0005434479903;923;Economy;23100,00
0005432269445;923;Economy;23100,00
0005434479893;923;Economy;23100,00
0005434479894;923;Economy;23100,00
0005434479895;923;Economy;23100,00
0005434479879;923;Economy;23100,00
0005434479900;923;Economy;23100,00
0005434479897;923;Economy;23100,00
0005434479886;923;Economy;23100,00
0005434479890;923;Economy;23100,00
0005434479901;923;Economy;23100,00
0005434479878;923;Economy;23100,00
0005432269446;923;Economy;23100,00
0005434479881;923;Economy;23100,00
0005434479898;923;Economy;23100,00
0005434479902;923;Economy;23100,00
0005434479892;923;Economy;23100,00
0005434479883;923;Economy;23100,00
0005434479887;923;Economy;23100,00
0005434479882;923;Economy;23100,00
0005434479884;923;Economy;23100,00
0005434479889;923;Economy;23100,00
0005434479899;923;Economy;23100,00
0005434479891;923;Economy;23100,00
0005433165675;16590;Economy;25400,00
0005433165683;16590;Economy;23100,00
0005433165682;16590;Economy;23100,00
0005433165676;16590;Economy;23100,00
0005433165680;16590;Economy;23100,00
0005433165674;16590;Economy;23100,00
0005433165670;16590;Economy;23100,00
0005433165677;16590;Economy;23100,00
0005433165678;16590;Economy;23100,00
0005433165673;16590;Economy;23100,00
0005433165681;16590;Economy;23100,00
0005433165672;16590;Economy;23100,00
0005433165671;16590;Economy;23100,00
0005433165679;16590;Economy;23100,00
0005433872427;3194;Economy;17200,00
0005433872426;3194;Economy;17200,00
0005433872428;3194;Economy;17200,00
0005435386455;21926;Economy;17000,00
0005435386456;21926;Economy;17000,00
0005433289725;21926;Economy;15400,00
0005435386454;21926;Economy;15400,00
0005433289727;21926;Economy;15400,00
0005433289726;21926;Economy;15400,00
0005433289728;21926;Economy;15400,00
0005435386457;21926;Economy;15400,00
0005433289730;21926;Economy;15400,00
0005433289729;21926;Economy;15400,00
0005435319423;20931;Business;57200,00
0005435319424;20931;Business;57200,00
0005435319429;20931;Economy;19100,00
0005435319431;20931;Economy;21000,00
0005435319426;20931;Economy;19100,00
0005435319427;20931;Economy;19100,00
0005435319425;20931;Economy;19100,00
0005435319428;20931;Economy;19100,00
0005435319430;20931;Economy;19100,00
0005433683291;24306;Economy;17100,00
0005433683290;24306;Economy;17100,00
0005433683293;24306;Economy;17100,00
0005433683292;24306;Economy;17100,00
0005433927397;29277;Economy;17100,00
0005433927396;29277;Economy;17100,00
0005433927395;29277;Economy;17100,00
0005432706316;2926;Business;10300,00
0005432706311;2926;Business;10300,00
0005432706307;2926;Business;10300,00
0005432217726;2926;Business;10300,00
0005432706324;2926;Economy;3400,00
0005432706313;2926;Economy;3400,00
0005432706329;2926;Economy;3800,00
0005432706318;2926;Economy;3800,00
0005432706312;2926;Economy;3800,00
0005432706326;2926;Economy;3400,00
0005432706331;2926;Economy;3400,00
